student_id,gender,age,department,year_of_study,socio_economic_status,parental_education,hostel_status,attendance_percentage,internal_marks,assignment_score,lab_performance,previous_sem_gpa,backlogs,study_hours_per_week,participation,extracurricular_score,login_frequency,library_usage,online_course_completion,discipline_records,stress_level,current_gpa,pass_fail,at_risk_student
STU04084,Female,19,MECH,1,High,Diploma,Day Scholar,64.6,39.07,83.34,70.45,9.3,0,18.34,High,52.24,66.97,7.95,48.95,0,Medium,5.76,1,1
STU04085,Male,24,MCA,3,Medium,Bachelor,Hosteller,70.19,47.46,67.93,78.44,6.25,3,9.93,Medium,61.09,66.16,16.95,18.68,0,Low,5.4,1,1
STU04086,Female,22,MCA,3,Medium,Diploma,Hosteller,87.84,62.55,53.18,66.2,6.89,1,13.53,Medium,54.51,52.9,21.16,72.23,2,High,6.68,1,0
STU04087,Male,22,ECE,1,Medium,Diploma,Day Scholar,83.02,71.71,80.75,67.34,6.54,0,16.05,Medium,38.37,37.44,9.0,39.02,1,Medium,6.06,1,0
STU04088,Female,20,MCA,2,High,Bachelor,Day Scholar,93.31,72.01,72.8,73.42,5.46,1,21.88,Medium,58.79,38.07,10.45,53.94,1,High,6.69,0,0
STU04089,Male,24,EEE,3,Medium,Master,Day Scholar,68.73,75.66,73.09,95.73,8.36,2,5.0,Low,45.71,74.65,12.15,61.97,1,High,6.48,1,1
STU04090,Male,21,EEE,4,High,Bachelor,Day Scholar,80.46,48.26,81.56,45.14,8.68,1,21.25,Medium,64.26,26.29,15.13,23.25,0,Medium,6.86,0,0
STU04091,Female,21,MBA,4,Medium,No Degree,Day Scholar,73.96,67.26,62.68,71.25,7.71,0,11.38,Medium,54.97,79.52,13.72,38.32,0,Low,5.27,1,0
STU04092,Female,21,MECH,2,Medium,Master,Hosteller,81.53,84.16,69.14,69.85,5.56,0,12.21,High,18.45,65.82,6.77,66.68,0,Low,6.26,1,0
STU04093,Female,24,MBA,4,Low,PhD,Hosteller,81.93,57.22,52.89,63.73,7.61,0,16.27,Medium,56.71,35.53,22.73,91.54,1,Low,6.44,1,0
STU04094,Male,21,CIVIL,3,Medium,Bachelor,Hosteller,70.95,55.18,62.6,85.19,6.96,0,21.66,Low,78.24,52.69,6.93,100.0,1,Medium,5.85,1,0
STU04095,Male,22,EEE,4,High,No Degree,Day Scholar,72.55,55.22,57.2,66.21,4.98,1,21.5,High,34.47,39.84,18.97,59.5,1,Medium,4.39,1,1
STU04096,Male,19,ECE,2,Medium,Master,Day Scholar,84.05,74.86,71.74,85.34,6.07,1,15.27,Low,57.41,73.26,7.34,0.0,0,Medium,5.82,1,0
STU04097,Male,24,MBA,3,Medium,Bachelor,Hosteller,76.56,67.46,90.33,73.68,6.6,2,14.01,Low,49.06,54.95,8.31,1.05,1,High,6.56,1,1
STU04098,Male,22,MCA,4,Medium,No Degree,Day Scholar,80.82,74.76,50.61,75.27,7.39,2,27.88,Medium,12.44,80.13,14.42,37.78,0,Medium,7.05,0,1
STU04099,Female,23,ECE,2,Medium,PhD,Hosteller,78.33,77.84,82.77,65.19,6.31,0,26.4,Medium,15.51,62.13,20.23,19.69,0,High,6.89,1,0
STU04100,Male,21,MCA,1,Medium,Diploma,Day Scholar,92.47,77.73,67.76,65.96,5.99,0,15.67,Medium,26.82,69.04,0.83,55.05,0,Medium,7.05,1,0
STU04101,Female,22,ECE,1,Low,Master,Hosteller,77.32,68.15,51.52,57.56,5.17,0,13.88,Low,79.75,57.81,8.02,43.28,0,Low,5.18,1,0
STU04102,Female,22,EEE,1,Medium,Bachelor,Day Scholar,83.13,73.87,94.0,56.7,6.68,0,15.96,Medium,13.83,25.82,19.74,71.33,0,Low,6.96,1,0
STU04103,Female,22,ECE,4,Medium,No Degree,Hosteller,80.29,76.79,58.42,78.95,9.17,0,22.43,Medium,7.93,72.08,14.76,29.63,0,Medium,6.29,1,0
STU04104,Female,21,MECH,4,Medium,No Degree,Day Scholar,82.83,44.19,76.15,66.81,4.62,0,19.86,Low,40.88,37.79,12.67,60.47,0,Medium,5.27,1,0
STU04105,Female,19,CIVIL,2,Medium,Bachelor,Hosteller,81.53,58.45,73.76,78.29,6.48,0,26.35,Medium,67.72,56.23,6.4,25.11,1,Medium,6.11,1,0
STU04106,Male,19,CSE,1,Medium,Master,Day Scholar,58.57,41.43,77.44,67.45,7.25,0,14.6,Medium,30.26,1.45,5.28,23.32,0,Medium,5.04,1,1
STU04107,Male,24,MCA,3,High,Master,Hosteller,89.07,57.84,79.0,59.17,8.02,0,12.47,Low,41.28,84.93,14.93,33.29,1,Medium,6.58,1,0
STU04108,Female,21,MCA,4,Low,Master,Day Scholar,73.69,39.97,80.13,58.44,7.51,0,19.93,Medium,40.85,46.02,20.71,31.74,0,Low,5.07,1,0
STU04109,Female,20,CSE,2,Low,Bachelor,Hosteller,70.15,60.58,72.29,55.31,4.99,0,15.26,Low,37.52,14.85,9.43,17.31,0,Medium,5.55,1,0
STU04110,Female,18,MECH,1,Low,Bachelor,Hosteller,72.03,62.12,61.73,64.98,5.95,0,18.18,Medium,37.52,54.02,15.3,72.83,0,Low,6.84,1,0
STU04111,Male,22,CIVIL,3,Low,Bachelor,Day Scholar,68.95,75.91,56.8,82.85,7.14,0,22.28,Low,0.0,26.71,12.35,91.75,0,High,7.15,1,0
STU04112,Male,24,ECE,3,Medium,Bachelor,Day Scholar,67.12,65.44,64.07,62.52,7.54,0,26.65,Medium,46.06,70.35,5.11,67.89,0,Low,6.21,1,0
STU04113,Female,20,MCA,1,Medium,Diploma,Day Scholar,69.34,62.3,57.27,72.42,6.09,1,19.42,Medium,44.85,62.31,9.65,3.81,1,Medium,6.78,0,0
STU04114,Male,22,CIVIL,1,Low,Bachelor,Day Scholar,77.54,46.99,70.33,67.46,7.35,0,12.17,Medium,46.06,61.28,6.52,74.21,0,High,5.19,1,0
STU04115,Male,22,CSE,3,Medium,Diploma,Day Scholar,72.48,65.74,73.92,65.36,6.81,0,11.32,Medium,33.0,29.03,15.48,47.61,0,High,6.5,1,0
STU04116,Female,25,CIVIL,4,High,Diploma,Hosteller,65.36,55.36,78.43,49.94,6.08,0,26.16,Medium,34.93,26.0,7.04,100.0,0,Medium,5.2,1,0
STU04117,Female,23,MECH,3,Medium,Bachelor,Day Scholar,65.97,58.92,66.63,75.55,6.09,1,20.04,Low,43.59,57.96,12.8,46.27,0,Low,5.31,0,0
STU04118,Male,20,MBA,3,High,Diploma,Day Scholar,77.52,59.28,77.0,57.55,6.0,0,20.84,Medium,71.48,44.61,9.47,81.35,1,Low,6.38,1,0
STU04119,Female,24,ECE,4,Medium,Master,Hosteller,75.45,63.07,67.52,75.9,8.26,0,16.52,Low,74.27,38.3,11.56,49.68,0,Low,6.73,1,0
STU04120,Female,19,EEE,1,High,Bachelor,Hosteller,100.0,73.87,77.8,67.39,4.65,2,11.07,Low,55.12,62.55,15.25,24.43,0,Medium,6.58,1,1
STU04121,Female,23,ECE,4,Low,Diploma,Day Scholar,71.76,61.94,86.29,81.48,6.18,0,45.0,Low,86.46,55.1,20.34,58.61,0,Low,6.61,1,0
STU04122,Male,22,CSE,4,Medium,Master,Hosteller,72.17,75.12,76.67,78.63,7.87,3,22.48,Low,55.74,62.62,6.24,48.97,0,Medium,6.59,0,1
STU04123,Female,22,MCA,4,Low,Bachelor,Day Scholar,73.44,85.88,63.92,73.6,6.39,0,20.6,Medium,64.33,43.38,10.18,29.3,1,High,7.03,1,0
STU04124,Male,25,ECE,4,Medium,PhD,Day Scholar,79.66,92.22,77.02,69.86,4.29,0,15.47,Medium,61.95,25.93,17.34,38.66,0,Medium,7.29,1,0
STU04125,Male,22,EEE,3,Medium,No Degree,Hosteller,85.61,72.83,70.28,85.8,5.61,0,19.03,Medium,41.35,63.14,8.3,24.95,1,Medium,6.94,1,0
STU04126,Female,22,MECH,4,Low,No Degree,Day Scholar,85.07,70.26,73.65,61.11,5.92,1,16.6,Medium,71.18,66.43,13.73,24.64,0,Low,5.88,0,0
STU04127,Male,20,EEE,2,Medium,No Degree,Hosteller,69.67,54.11,66.96,71.48,6.52,4,5.0,Medium,45.45,47.91,10.03,73.93,0,Low,5.69,0,1
STU04128,Male,24,MECH,3,Medium,No Degree,Day Scholar,69.46,58.17,63.74,70.28,7.28,1,18.36,High,41.83,32.27,0.0,24.33,0,Medium,5.64,1,0
STU04129,Male,25,MCA,4,Medium,Bachelor,Day Scholar,78.09,71.39,73.87,46.3,6.1,0,20.54,High,27.53,31.85,14.97,60.33,0,High,5.99,1,0
STU04130,Male,23,CSE,3,High,Bachelor,Day Scholar,84.38,77.97,56.48,83.36,7.35,0,21.7,Medium,15.06,90.53,11.55,78.18,0,Low,6.35,1,0
STU04131,Female,23,MCA,4,High,Master,Hosteller,87.2,66.47,90.81,78.21,5.03,0,17.34,Low,26.3,63.71,13.7,63.12,0,Medium,6.27,1,0
STU04132,Male,19,EEE,1,Low,Bachelor,Hosteller,84.91,54.82,56.69,64.07,6.14,0,18.21,Medium,51.48,59.15,12.12,56.86,0,Medium,5.31,1,0
STU04133,Female,23,MBA,2,Medium,Bachelor,Hosteller,73.73,78.34,72.96,79.48,8.27,0,20.41,Low,25.85,50.59,7.07,77.91,0,Medium,6.66,1,0
STU04134,Male,19,EEE,2,Medium,Bachelor,Hosteller,86.79,55.58,61.12,73.97,7.48,1,23.38,Medium,0.0,71.45,0.0,40.46,0,Low,4.5,0,1
STU04135,Female,23,CSE,4,Low,No Degree,Day Scholar,86.21,74.86,49.81,84.62,6.87,0,22.44,High,53.83,60.99,6.68,22.75,1,Low,7.07,1,0
STU04136,Female,23,EEE,3,Medium,No Degree,Day Scholar,72.07,54.87,78.04,47.01,6.88,0,8.96,Low,31.35,37.06,21.37,83.44,0,Medium,6.21,1,0
STU04137,Female,25,CIVIL,4,Medium,Master,Hosteller,73.07,72.12,64.72,85.11,5.5,0,9.22,Medium,51.71,38.8,3.98,48.55,0,Low,6.15,1,0
STU04138,Male,18,CSE,1,Low,No Degree,Day Scholar,66.92,82.55,60.12,66.32,7.52,2,17.57,Medium,42.78,44.28,16.34,40.3,0,Low,5.98,1,1
STU04139,Female,21,MECH,3,Medium,Master,Hosteller,69.58,41.2,60.36,50.79,7.35,0,14.54,Low,43.29,31.9,10.6,90.78,0,Medium,4.79,1,1
STU04140,Male,21,MECH,3,High,Bachelor,Hosteller,71.07,49.61,66.78,65.54,7.81,0,20.53,Low,24.97,76.72,17.29,63.85,0,High,5.12,1,0
STU04141,Male,20,ECE,1,Low,Bachelor,Hosteller,86.88,65.24,97.54,67.73,7.05,1,22.31,Medium,14.76,47.59,15.57,34.54,0,High,7.0,1,0
STU04142,Female,20,MECH,1,Low,Diploma,Day Scholar,67.71,62.85,83.3,61.7,6.62,1,6.6,Low,24.88,80.73,6.88,30.22,0,High,6.44,1,0
STU04143,Female,23,MBA,3,Medium,Diploma,Hosteller,80.71,69.46,49.11,96.67,5.18,1,18.07,High,47.29,29.33,3.84,57.7,0,High,5.68,1,0
STU04144,Male,23,EEE,2,Medium,Bachelor,Hosteller,61.34,67.5,61.1,57.21,7.19,1,7.77,Medium,62.6,40.58,13.37,45.79,0,Medium,6.25,0,1
STU04145,Male,20,EEE,3,Medium,Master,Hosteller,58.91,56.1,67.06,58.77,7.31,0,20.3,Medium,59.53,81.71,16.95,70.12,1,Medium,5.08,1,1
STU04146,Male,20,CIVIL,1,Medium,Master,Hosteller,83.85,62.94,37.17,80.32,4.93,0,18.48,High,47.81,44.14,14.19,70.95,2,Low,4.62,1,1
STU04147,Male,18,ECE,1,Medium,Bachelor,Hosteller,82.16,77.91,68.96,42.89,5.96,1,11.4,Medium,35.09,71.8,13.79,15.74,0,Low,5.89,1,0
STU04148,Female,20,MECH,2,Medium,Bachelor,Day Scholar,79.07,62.74,67.43,78.93,7.24,0,11.65,Low,60.96,28.21,5.73,57.85,0,Medium,5.43,1,0
STU04149,Male,21,CSE,4,Medium,Bachelor,Hosteller,76.55,54.71,75.23,65.8,7.47,0,15.21,Medium,44.94,68.22,5.96,14.35,0,Medium,6.08,1,0
STU04150,Female,22,MCA,2,High,No Degree,Hosteller,73.95,72.3,80.62,53.06,7.54,0,32.0,Medium,68.95,50.91,4.85,23.57,0,High,6.8,1,0
STU04151,Female,21,ECE,2,Medium,PhD,Day Scholar,63.35,41.87,79.3,78.77,5.35,1,21.63,High,44.43,65.84,10.34,39.22,0,Medium,5.8,0,1
STU04152,Female,22,EEE,1,High,No Degree,Day Scholar,91.41,69.04,79.64,64.74,5.82,0,22.28,Medium,26.13,22.61,5.73,37.44,1,Low,6.27,1,0
STU04153,Female,19,ECE,2,Medium,Diploma,Day Scholar,75.17,70.77,59.87,74.72,6.68,1,24.29,Medium,39.7,69.21,5.71,87.87,0,Medium,6.59,1,0
STU04154,Male,21,ECE,3,Medium,No Degree,Hosteller,66.09,82.76,60.08,74.74,6.78,0,23.16,Low,36.14,29.4,7.06,4.56,2,Low,7.04,1,0
STU04155,Male,22,CIVIL,3,Low,PhD,Day Scholar,81.2,55.69,69.22,61.44,6.18,0,8.4,Medium,50.84,48.26,4.3,20.75,0,Medium,6.06,1,0
STU04156,Female,25,MECH,4,Medium,Bachelor,Hosteller,76.41,44.95,89.78,72.66,6.24,0,26.6,Low,36.05,89.63,10.17,51.74,0,Medium,6.06,1,0
STU04157,Female,23,EEE,3,Medium,Bachelor,Hosteller,83.87,73.96,72.78,58.8,6.43,0,29.27,High,43.66,54.37,13.13,61.28,0,Medium,7.06,1,0
STU04158,Female,21,MECH,4,Medium,Master,Hosteller,66.82,41.3,78.41,89.99,6.04,2,19.16,Medium,49.21,47.63,12.68,78.47,0,Medium,4.74,1,1
STU04159,Female,23,MCA,2,Medium,No Degree,Day Scholar,68.59,49.08,57.76,68.64,5.95,1,12.88,Medium,51.78,57.11,27.3,39.57,2,Medium,4.44,0,1
STU04160,Male,22,EEE,3,Medium,No Degree,Hosteller,92.02,77.74,78.94,86.0,6.57,2,18.92,Medium,21.66,34.29,19.01,52.3,0,Medium,7.21,0,1
STU04161,Female,24,EEE,4,Medium,Master,Day Scholar,77.92,59.28,57.14,71.64,6.67,0,30.67,Low,57.11,41.12,19.73,44.47,0,High,5.73,1,0
STU04162,Male,24,EEE,4,Medium,Bachelor,Hosteller,90.87,85.06,96.7,75.32,7.65,1,20.82,Medium,38.68,79.5,4.48,78.86,0,Medium,7.94,1,0
STU04163,Male,22,EEE,4,Medium,Bachelor,Day Scholar,66.11,52.78,100.0,77.52,5.93,1,14.91,Medium,22.95,57.96,15.27,55.54,0,Medium,5.99,1,0
STU04164,Female,21,CSE,1,Medium,Master,Day Scholar,76.93,53.07,61.66,87.12,6.94,0,18.58,Medium,40.46,57.14,10.11,57.86,1,High,5.61,1,0
STU04165,Female,22,ECE,4,High,Bachelor,Hosteller,72.66,80.14,77.19,62.18,6.35,0,27.71,High,46.1,45.37,14.38,67.05,0,Medium,6.12,1,0
STU04166,Male,18,CSE,1,Medium,Master,Hosteller,74.78,60.51,43.68,56.14,5.86,2,14.17,Medium,52.71,60.71,6.6,99.76,0,Low,6.04,1,1
STU04167,Female,20,MECH,2,Medium,No Degree,Day Scholar,65.58,48.15,55.14,44.11,6.66,2,17.32,Medium,32.22,64.37,10.43,30.03,0,Low,5.48,0,1
STU04168,Female,22,CIVIL,3,Low,Diploma,Day Scholar,69.54,64.23,93.09,74.69,6.55,0,10.19,Low,72.14,47.82,13.78,67.4,0,Medium,6.12,1,0
STU04169,Female,21,EEE,1,Medium,No Degree,Day Scholar,60.98,58.3,83.44,100.0,6.83,0,18.38,Medium,47.73,53.1,11.92,49.79,0,Low,5.49,1,1
STU04170,Female,24,CSE,4,Medium,No Degree,Hosteller,82.06,88.1,87.0,68.74,6.72,1,15.92,High,51.75,51.68,27.19,85.55,0,Medium,6.44,1,0
STU04171,Female,22,CIVIL,4,Medium,Master,Day Scholar,73.61,67.95,69.34,79.6,7.24,1,11.32,Medium,25.39,90.75,11.68,78.81,0,Low,6.25,0,0
STU04172,Female,24,CSE,4,Low,No Degree,Day Scholar,76.23,64.3,47.76,72.97,8.1,0,19.1,High,0.0,84.54,8.45,50.27,0,Medium,5.58,1,0
STU04173,Male,22,CIVIL,1,Medium,Bachelor,Day Scholar,93.02,69.31,68.68,71.82,4.72,0,11.92,Medium,5.19,37.65,11.62,29.79,0,Medium,6.85,1,0
STU04174,Female,22,MCA,3,Medium,Bachelor,Day Scholar,77.16,60.32,90.83,93.2,9.65,1,6.2,Low,36.59,40.17,7.99,83.79,0,Medium,6.76,0,0
STU04175,Male,20,CIVIL,1,High,Master,Day Scholar,86.47,92.54,61.05,95.8,5.4,0,7.82,Low,35.69,59.66,9.81,67.05,0,High,6.93,1,0
STU04176,Female,21,CSE,2,High,Diploma,Hosteller,77.99,67.38,66.86,75.58,6.02,2,24.55,Medium,38.77,28.93,3.11,100.0,0,Low,5.69,1,1
STU04177,Female,24,CIVIL,4,Low,Bachelor,Hosteller,71.74,69.96,46.18,65.25,6.82,0,11.34,Low,85.77,64.19,4.99,53.7,0,Low,5.92,1,0
STU04178,Female,19,CIVIL,2,Medium,Master,Day Scholar,85.61,55.02,47.06,54.8,7.84,0,14.49,Low,63.47,58.86,11.09,73.04,0,Medium,6.91,1,0
STU04179,Female,20,EEE,3,Medium,PhD,Day Scholar,77.78,52.56,79.14,66.43,8.0,0,16.72,Medium,55.61,9.09,0.0,77.29,0,Medium,5.38,1,0
STU04180,Male,23,CSE,4,Low,Bachelor,Day Scholar,65.24,74.76,75.37,63.99,5.57,1,14.35,Low,30.33,40.13,16.07,55.68,0,Low,6.04,1,0
STU04181,Female,20,MECH,2,Low,Bachelor,Hosteller,75.37,92.46,66.84,61.36,8.38,1,13.94,Medium,29.21,71.37,15.43,29.76,1,Low,7.72,1,0
STU04182,Male,24,MBA,4,Medium,PhD,Day Scholar,84.49,72.39,75.63,69.75,8.5,0,24.83,Medium,88.65,74.26,13.81,4.0,0,High,6.39,1,0
STU04183,Male,24,EEE,4,Medium,Master,Day Scholar,78.77,43.06,80.68,83.66,4.29,1,20.19,Medium,45.96,59.51,17.2,55.47,1,Low,4.99,1,1
STU04184,Female,20,EEE,1,Medium,Master,Hosteller,76.36,54.94,55.48,58.05,7.83,0,22.74,Medium,48.06,33.04,14.13,65.34,0,Medium,5.23,1,0
STU04185,Female,23,CSE,3,Medium,Bachelor,Hosteller,74.97,87.51,77.59,86.92,4.81,0,15.52,Low,64.55,86.83,7.42,63.19,0,Medium,6.7,1,0
STU04186,Female,23,MCA,3,High,PhD,Day Scholar,80.42,75.55,55.89,55.06,6.62,1,13.19,Low,28.93,25.96,5.58,40.83,0,High,6.6,1,0
STU04187,Male,24,CSE,3,Low,Bachelor,Day Scholar,84.78,60.86,81.6,60.15,7.38,0,10.25,Medium,17.0,98.17,5.7,73.69,1,Medium,6.04,1,0
STU04188,Male,20,MECH,3,Low,Master,Day Scholar,75.91,67.72,77.4,52.39,6.81,2,23.84,Medium,45.0,32.19,12.41,43.74,1,Medium,5.74,0,1
STU04189,Male,21,MECH,1,High,Master,Day Scholar,81.23,71.56,81.81,57.86,6.52,0,19.43,Medium,74.73,68.91,6.63,100.0,0,Medium,7.57,1,0
STU04190,Male,23,MCA,4,Low,Master,Hosteller,83.15,65.41,59.95,77.84,6.35,0,21.64,Medium,48.48,27.88,17.13,75.89,0,Low,6.82,1,0
STU04191,Male,23,CIVIL,4,Medium,Master,Hosteller,62.92,71.06,55.0,46.9,6.65,0,21.79,Medium,25.29,43.0,14.48,72.68,0,Low,6.11,1,1
STU04192,Male,20,MBA,2,Low,Diploma,Hosteller,91.32,70.55,60.65,68.25,6.74,2,19.25,Medium,41.43,45.54,7.38,58.19,2,Low,5.83,0,1
STU04193,Male,21,ECE,4,High,Bachelor,Hosteller,66.7,71.2,63.65,68.0,6.44,0,25.83,Low,15.81,38.95,13.36,20.82,0,High,6.49,1,0
STU04194,Male,20,CSE,3,Medium,Bachelor,Day Scholar,78.11,99.71,54.23,68.18,6.1,2,11.54,Medium,60.4,70.27,12.44,34.33,0,High,7.19,1,1
STU04195,Female,25,CSE,4,Low,Bachelor,Day Scholar,75.57,87.56,57.09,80.9,7.96,0,17.01,High,67.23,40.49,12.91,15.14,0,Low,6.24,1,0
STU04196,Female,23,ECE,2,High,Diploma,Hosteller,74.94,75.14,88.39,77.51,7.64,0,14.25,High,15.25,27.45,11.25,82.49,0,Medium,6.46,1,0
STU04197,Female,20,CIVIL,3,Low,No Degree,Day Scholar,95.6,66.09,61.94,75.54,7.7,1,27.76,High,24.03,67.68,14.76,65.04,0,High,7.45,0,0
STU04198,Male,22,CIVIL,1,High,PhD,Day Scholar,73.62,54.92,63.46,78.11,7.0,1,20.38,Low,79.15,65.13,6.28,19.94,0,High,5.47,1,0
STU04199,Male,24,MBA,3,High,No Degree,Hosteller,72.44,73.95,86.67,70.85,6.89,0,21.7,Low,40.3,48.2,18.01,15.03,0,Medium,7.6,1,0
STU04200,Male,20,MBA,1,Medium,Master,Day Scholar,65.65,62.58,80.84,47.91,7.49,1,25.08,Low,30.53,33.76,16.5,53.54,0,Medium,5.89,0,0
STU04201,Male,21,MCA,3,Low,Bachelor,Hosteller,68.53,53.01,64.57,67.64,5.5,1,11.83,Medium,69.49,38.54,6.63,34.25,2,Medium,5.64,1,0
STU04202,Male,21,CIVIL,3,Low,Bachelor,Hosteller,75.16,93.42,36.49,67.23,6.12,0,22.42,High,47.86,86.64,9.75,76.37,0,Low,6.2,1,0
STU04203,Male,20,MCA,1,High,No Degree,Day Scholar,88.31,80.78,89.08,80.33,5.15,0,13.65,High,42.16,54.05,0.0,23.97,0,Low,7.09,1,0
STU04204,Female,25,CSE,4,Medium,Master,Day Scholar,81.01,72.25,77.93,55.0,3.97,0,22.21,Medium,34.4,49.54,12.95,85.51,0,Medium,6.47,1,0
STU04205,Female,21,MECH,4,Low,Diploma,Hosteller,84.3,77.02,44.24,58.74,6.97,0,21.43,Medium,59.26,95.16,8.13,59.75,0,Low,6.13,1,0
STU04206,Male,21,ECE,2,High,No Degree,Day Scholar,60.19,52.33,70.59,53.6,5.96,0,19.16,High,36.55,78.42,11.61,28.05,0,Medium,5.51,1,1
STU04207,Male,24,MECH,3,High,No Degree,Day Scholar,76.07,59.24,58.07,85.21,6.27,0,12.8,Medium,86.81,59.86,14.74,36.44,0,High,5.44,1,0
STU04208,Female,21,CIVIL,3,Low,Bachelor,Day Scholar,92.3,60.96,79.37,74.42,6.79,0,11.99,Medium,41.18,59.32,18.23,45.62,0,Medium,6.04,1,0
STU04209,Male,22,MCA,3,Medium,Master,Hosteller,75.93,67.13,50.12,69.08,4.47,1,25.73,Low,82.98,41.37,2.41,37.88,0,Low,6.16,1,0
STU04210,Male,22,CSE,3,Medium,Bachelor,Hosteller,80.05,71.58,76.75,68.07,6.29,3,21.8,Low,70.45,44.33,6.05,31.06,1,High,6.19,1,1
STU04211,Male,18,EEE,1,Medium,Master,Day Scholar,71.52,64.18,87.17,63.98,5.91,1,14.41,Low,16.36,58.49,13.47,69.68,0,Medium,6.69,0,0
STU04212,Female,19,EEE,1,Medium,Diploma,Hosteller,73.61,86.55,62.03,58.97,5.05,0,26.99,Low,26.19,41.36,0.0,18.95,2,Low,7.09,1,0
STU04213,Male,23,CIVIL,3,Low,Diploma,Hosteller,62.29,58.71,37.12,66.31,7.0,0,19.51,Low,42.85,63.86,14.12,28.63,0,Medium,5.68,1,1
STU04214,Female,21,CIVIL,4,Low,PhD,Hosteller,82.13,63.55,66.37,77.52,7.03,1,14.8,High,25.75,29.7,19.2,34.18,1,High,6.35,0,0
STU04215,Female,19,CIVIL,1,Low,Master,Day Scholar,63.2,47.88,66.66,73.46,6.45,1,22.87,Low,32.99,87.81,9.5,43.23,0,High,6.15,0,1
STU04216,Male,20,CSE,2,Medium,Master,Day Scholar,85.99,78.44,89.19,82.1,5.73,1,23.61,Low,55.38,66.2,14.19,12.02,0,Medium,7.56,0,0
STU04217,Female,21,EEE,2,High,Master,Day Scholar,89.13,82.12,87.88,80.15,4.97,1,13.19,High,55.22,76.33,5.24,4.8,0,Medium,6.41,1,0
STU04218,Female,19,ECE,2,Low,Master,Hosteller,77.81,72.28,60.47,54.11,8.49,0,29.7,High,30.33,52.06,19.35,46.23,0,Low,5.79,1,0
STU04219,Male,23,CIVIL,2,Medium,Bachelor,Day Scholar,78.57,49.56,61.72,76.11,6.9,0,5.77,Medium,55.29,45.88,8.31,29.24,0,Medium,6.3,1,0
STU04220,Male,23,CSE,3,Medium,Diploma,Day Scholar,68.07,51.93,75.93,68.72,6.94,1,22.64,High,57.57,45.78,9.12,45.38,0,Medium,5.25,0,0
STU04221,Female,25,CSE,4,Low,Bachelor,Hosteller,65.46,68.95,71.58,60.78,8.54,0,21.27,High,32.5,33.93,20.5,27.15,1,Low,5.96,1,0
STU04222,Female,19,MECH,2,High,No Degree,Hosteller,60.87,78.86,63.65,81.35,6.37,0,10.03,Low,55.12,30.47,19.96,36.22,1,Medium,5.39,1,1
STU04223,Female,19,MECH,2,Medium,Diploma,Day Scholar,80.44,79.56,65.43,52.74,6.35,1,15.51,Low,68.13,53.47,7.88,78.42,1,High,6.84,1,0
STU04224,Male,20,EEE,1,Medium,Bachelor,Day Scholar,83.47,63.1,51.52,74.98,5.71,1,17.37,Low,26.36,49.42,7.02,28.14,0,Medium,6.18,1,0
STU04225,Female,19,CIVIL,1,Medium,No Degree,Day Scholar,94.26,63.89,59.42,43.99,5.9,0,22.87,Medium,17.07,49.35,8.27,20.77,0,Medium,6.42,1,0
STU04226,Male,19,EEE,1,Medium,Bachelor,Day Scholar,81.34,55.29,82.26,74.46,6.83,0,21.5,Medium,77.42,63.69,8.06,91.94,0,Medium,5.78,1,0
STU04227,Female,20,CIVIL,1,High,Master,Day Scholar,89.55,71.24,68.42,58.25,7.66,0,19.33,Medium,20.93,64.21,17.6,92.55,0,High,6.91,1,0
STU04228,Male,18,ECE,1,Medium,PhD,Hosteller,84.89,62.95,75.7,57.1,7.78,0,18.9,Medium,36.14,100.0,18.89,87.64,1,Low,6.58,1,0
STU04229,Female,22,CSE,4,Low,Bachelor,Day Scholar,75.05,63.52,67.89,91.09,6.33,1,16.28,High,0.0,53.79,8.35,46.13,0,High,5.92,1,0
STU04230,Male,19,MCA,2,Medium,Bachelor,Hosteller,83.4,54.85,63.91,72.83,5.03,1,12.87,Low,67.23,53.51,9.64,62.42,0,Low,5.5,1,0
STU04231,Female,23,MCA,4,Low,No Degree,Hosteller,69.48,72.14,61.48,71.96,5.69,0,15.33,High,56.12,66.11,14.7,53.73,0,Medium,4.75,1,1
STU04232,Male,21,EEE,3,High,No Degree,Hosteller,78.61,58.07,74.14,62.62,5.62,0,18.81,Medium,8.75,46.85,5.64,80.87,0,High,6.08,1,0
STU04233,Male,24,CSE,4,Medium,Master,Day Scholar,72.21,50.68,94.85,56.39,7.3,1,13.1,Low,21.78,71.19,16.17,87.16,0,Low,6.82,1,0
STU04234,Male,19,CSE,2,Medium,Diploma,Day Scholar,88.52,79.96,68.77,72.99,6.77,0,24.71,Medium,54.45,47.85,19.41,33.67,1,High,7.48,1,0
STU04235,Male,19,CSE,1,Low,Bachelor,Hosteller,64.72,53.16,55.46,60.78,6.65,1,17.23,Low,60.63,37.01,9.51,56.96,0,High,6.62,0,1
STU04236,Female,21,MCA,2,Medium,Master,Day Scholar,66.34,47.71,93.25,61.08,7.8,0,17.15,Low,39.91,43.09,22.4,52.88,1,Medium,5.73,1,0
STU04237,Female,23,CSE,3,Low,Diploma,Hosteller,85.88,57.22,56.87,60.18,5.68,0,22.92,Medium,36.67,86.74,8.91,79.13,0,Medium,6.2,1,0
